,text,Ans
1379,its  am going sleep now back  hourslol good night,neutral
1380,good place eat los angeles want try something different today,neutral
1381,fuze giving away cape komens race cure today id always love hug hun,neutral
1382,im suppose get go find sumthin wear tomorrow cant get,neutral
1383,yo woke groggily walked office sleeping lap,positive
1384,lab informs logic board dead well farking expensive replace dont know do mypowerbookgrip,neutral
1385,hit  view myspace thanks everyone,neutral
1386,still sick bout play ps till laker game start,neutral
1387,second year,neutral
1388,eatin dinna herd tom brady movin  fast,neutral
1389,im ready baby  tomorrow growing fast,neutral
1390,woke morning thinking saturday,neutral
1391,cd know heart really tal think intro country music,neutral
1392,glad like took around  half hours would le kept stopping food break haha,neutral
1393,last class  one final tomorrow  final friday,neutral
1394,lao mein spanikopita haha would know,negative
1395,ps wish coming tonight,negative
1396,hate feeling like need break away everyone soon exam im defo portsmouth bit,neutral
1397,head hurts wait see new photoshoot,neutral
1398,goodmorning everyone,neutral
1399,think finale thought kind cheap way,negative
1400,vivid dream last night crooning away,neutral
1401,long day dancin travelin celebrating life happy mother day,negative
1402,always one time always late wanna sleep miss mere,negative
1403,want invite  sick seeing link people playing left,neutral
1404,its am  still up sending much tweet can philippine tour please,neutral
1405,miss puppy,neutral
1406,abusing service manual follower management pain love style,neutral
1407,san jose good time w bros also helped dad edit next holy land brochure wish could go,neutral
1408,excited tomorrow gotta clean house clean clean clean ahhhhhhh,neutral
1409,hows fam well hope,neutral
1410,why blonde keep failing driver license testeverytime stopped jumped back seat,neutral
1411,come rochester nikki beer hog roast always helps,neutral
1412,thank you,neutral
1413,slowly crunching reality june fast approaching words class again another year added age,negative
1414,guess r sleepin over,neutral
1415,put  mohawk son headhe killed vibe always,negative
1416,well shes getting through,neutral
1417,kickboxing class today pretty bummed still going work hard httpmylocmezt,negative
1418,alone weekend,negative
1419,wishing michou show right now god life isnt fair,positive
1420,poor dead josh httpbitlyjkphn please leave message condolence there boy rip,neutral
1421,watching rain reminiscing time everytime rained love life,neutral
1422,got sunburn coney island bike ride,neutral
1423,hey didnt get email yet,negative
1424,much hair fall everytime shower its sad disgusting httpyfrogcompaj,negative
1425,pff life suck sometimes,positive
1426,wish laptop charger could tweet faster,neutral
1427,show time baby bye bye tweeter,neutral
1428,chicken chips,neutral
1429,waaah asshat cv yesterday shortchanged paid  chips,neutral
1430,happy moms day spain last sunday hint first single radio lym mini,neutral
1431,nope kicked habit year ago,neutral
1432,sexy  tube sticking stomach thanks ,neutral
1433,early morning first portmeirion home,negative
1434,listening david archuleta album its amazing,neutral
1435,awwthats bummer,positive
1436,dont wanna im spanish today,neutral
1437,missin ia guy really,neutral
1438,lol haha funnyyy lol im talking bestfriend ashleyyyy,neutral
1439,yep good morning night evening whatever xd,neutral
1440,workk yay,neutral
1441,certainly spring vail co raining snowing doesnt mother nature know mountain closed ski season,neutral
1442,hameron ive seen already link lj post,neutral
1443,aww thank soulmate haha,negative
1444,carscarscarsi need one ha ha one found last night wanted bad sold,neutral
1445,reyour joint w crazy thx hey trax heard er rear ended you,neutral
1446,za thanks man cant wait,positive
1447,fedex pizza cancel nyc trip later summer,neutral
1448,havent started packing,positive
1449,ive best buy  target still electrik red album im loosing hopetheyve never even heard girl,neutral
1450,sent home yest work today feel like hell burning high temp got hubby,neutral
1451,great exercise sunday morning stopping wheel karma raw transforming negativity love life,negative
1452,like startrek personal feel startrek movie better xmen,neutral
1453,yes yes yes lotsa fun cant wait dont like make shaun much front tho co ill get awkard haha,neutral
1454,ur anti understood message sorry left ur dont vote bnp msg end due  space,neutral
1455,thank kirst  post running inspired,neutral
1456,wanna crawl desk take nap nvrmind dirty ,neutral
1457,gonna go see sister mount saini  shes least another  hours,neutral
1458,okay someplease save me watching ninja warrier eating egg roll last night,negative
1459,im still bed laptop yep borin ,neutral
1460,happy mother day ,negative
1461,looking girl name easier looking boy,neutral
1462,excellent point,neutral
1463,oh twas brilliant idea say say im idea woman,neutral
1464,thats actually far truth,neutral
1465,good morning return willen island  spring definitely sprung  httpbitlyeyrtt  enjoy,neutral
1466,watching one fine day eating cereal start good sunday good movie,neutral
1467,concord  irvine ca only thats ,neutral
1468,omg sore shoulder,neutral
1469,youre welcome cutiepie kiddo picture btw love shades,positive
1470,gmornin twitterville took day tweetn yesterday  im jonesing get back today,neutral
1471,goin ta bed now goodnite jessica,neutral
1472,lmao witty wackoloves,neutral
1473,refuse get excited dont want let happens long its june    id die,negative
1474,if dont believe him would believe me bring horizon chill go spine whenever hear line,positive
1475,name,neutral
1476,u never sent carrie ur   miss,neutral
1477,booooo senior yearbook suck thanks memory bh ,neutral
1478,heyy terrence u come school may th talent show,neutral
1479,there much light pollution see star,neutral
1480,sick n tired people steal peoples work,neutral
1481,back bed,neutral
1482,im trouble viewing well tube reason,neutral
1483,wasnt workin  hour id gettin ratarsed point couldnt even see let alone stand upthat  feel,negative
1484,warmfuzzies you friend,negative
1485,supernatural httptwitpiccoml  really miss her,neutral
1486,happy sunday,neutral
1487,please let know allright de need know first wake little enjoy cofee ,neutral
1488,well maybe someone care,neutral
1489,awww wasnt nice,negative
1490,slaving away work,neutral
1491,u tweeps dont forget call mom today,negative
1492,fml ran mile got scraped yearbook got  math test eff today,neutral
1493,haha agree  test dummy go say do whatever want always love it magic,neutral
1494, dont  work saturday  suppose  hang friend  watch it still hang jonas ,neutral
1495,going tmobile need new phone g working anymore,negative
1496,raaaaaaaaaaagh early morning even early must leave work  minutes,negative
1497,go,neutral
1498,ooo yuk  thats good im retching tweet,neutral
1499,mm film usually handled fuji oh met girl san diego kwento soon miss youuu,neutral
1500,lol  thats p le ive got towards cruise,neutral
1501,seized bolt ya its still stuck bushing actually seized bolt lame perhaps heat work,neutral
1502,hearing song brighten someones day always make grin,neutral
1503,r am tweet peopleoh thats rightthey opened houseofrock last night theyre still bed,neutral
1504,working canada shoot information coming way soon expressed interest email address  eh,negative
1505,mrsbates left,neutral
1506,hate broken wrist pe next ugh,neutral
1507,watching snl guess justin timberlakeomg funny hahahah,neutral
1508,last day cgi ,neutral
1509,say hi buy shot to lol jk,neutral
1510,thank you playing moment ago actually different even chill version spooky haha,negative
1511,well  bedcant wait  party  mothers day like  hour,negative
1512,gonna mad hungry get home forgot money,neutral
1513,guy coming alabamayou supposed tonight cancelledi great seat,negative
1514,hey plz look  httpwwwtwitpiccommvd  u think plz tell,neutral
1515,bouvierbday trending topics ahh happy birthday pierre bouvier,neutral
1516,httpskipallcomppng come apart easy enough,neutral
1517,sadly brother told skateparks lives bummer,negative
1518,tell x email pics officialshew,neutral
1519,heaos keen next weekend mummy ,neutral
1520,hate stupid boys arrgh,positive
1521,hi ms fussy waves,neutral
1522,hope didnt take quote personally ive throwing dayguess shoulda waited bit,positive
1523,s,neutral
1524,sound like youre great time,neutral
1525,spelled name wrong message received httptinyurlcomkrwp,neutral
